reef_region,reef_species_id,reef_common_name,scientificName,match_key,reef_family_common,reef_family_scientific,reef_is_invertebrate
TWA,0940,Southern Smoothhead Glass Blenny,Emblemariopsis bottomei,emblemariopsis bottomei,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0572,Southern Stargazer,Astroscopus y-graecum,astroscopus y,Stargazer,Uranoscopidae,
TWA,0170,Southern Stingray,Hypanus americanus,hypanus americanus,Stingray,Dasyatidae,
TWA,0898,Spaghetti Eel,Moringua edwardsi,moringua edwardsi,Worm or Spaghetti Eels,Moringuidae,
TWA,0114,Spanish Grunt,Haemulon macrostoma,haemulon macrostoma,Grunt,Haemulidae,
TWA,0131,Spanish Hogfish,Bodianus rufus,bodianus rufus,Wrasse,Labridae,
TWA,0143,Spanish Mackerel,Scomberomorus maculatus,scomberomorus maculatus,Mackerel,Scombridae,
TWA,0906,Spanish Sardine,Sardinella aurita,sardinella aurita,"Silvery Fishes - Silversides, Herrings, and Anchovies","Atherinidae, Clupeidae, and Engraulidae",
TWA,0913,Speckled Blenny,Acanthemblemaria betinensis,acanthemblemaria betinensis,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0689,Speckled Hind,Epinephelus drummondhayi,epinephelus drummondhayi,Seabass,Serranidae,
TWA,0911,Spikefin Glass Blenny (pka Caribbean Flagfin Glass Blenny),Emblemariopsis carib,emblemariopsis carib,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0559,Spinner Shark,Carcharhinus brevipinna,carcharhinus brevipinna,Requiem Shark,Carcharhinidae,
TWA,0756,Spiny Dogfish,Squalus acanthias,squalus acanthias,Dogfish,Squalidae,
TWA,0840,Spiny Flounder,Engyophrys senta,engyophrys senta,Flounder,Bothidae,
TWA,0667,Spiny Sailfin Blenny,Emblemaria diphyodontis,emblemaria diphyodontis,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0527,Spinycheek Scorpionfish,Neomerinthe hemingwayi,neomerinthe hemingwayi,Scorpionfish,Scorpaenidae,
TWA,1057,Spinycheek Soldierfish,Corniger spinosus,corniger spinosus,Squirrelfish,Holocentridae,
TWA,0338,Spinyhead Blenny,Acanthemblemaria spinosa,acanthemblemaria spinosa,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,1023,Splendid Shy Blenny (Cayman endemic),Starksia splendens,starksia splendens,Blenny - Labrisomids,Labrisomidae,
TWA,0582,Splendid Toadfish,Sanopus splendidus,sanopus splendidus,Toadfish,Batrachoididae,
TWA,0361,Sponge Cardinalfish,Phaeoptyx xenus,phaeoptyx xenus,Cardinalfish,Apogonidae,
TWA,0711,Spot,Leiostomus xanthurus,leiostomus xanthurus,Drum,Sciaenidae,
TWA,0022,Spotcheek Blenny,Labrisomus nigricinctus,labrisomus nigricinctus,Blenny - Labrisomids,Labrisomidae,
TWA,0509,Spotfin Burrfish,Chilomycterus reticulatus,chilomycterus reticulatus,Porcupinefish,Diodontidae,
TWA,0034,Spotfin Butterflyfish,Chaetodon ocellatus,chaetodon ocellatus,Butterflyfish,Chaetodontidae,
TWA,0639,Spotfin Flounder,Cyclopsetta fimbriata,cyclopsetta fimbriata,Sand Flounder,Paralichthyidae,
TWA,0596,Spotfin Goby,Oxyurichthys stigmalophius,oxyurichthys stigmalophius,Goby,Gobiidae,
TWA,0132,Spotfin Hogfish,Bodianus pulchellus,bodianus pulchellus,Wrasse,Labridae,
TWA,0919,Spotfin Jawfish,Opistognathus robinsi,opistognathus robinsi,Jawfish,Opistognathidae,
TWA,0601,Spotfin Mojarra,Eucinostomus argenteus,eucinostomus argenteus,Mojarra,Gerreidae,
TWA,0690,Spotjaw Blenny,Acanthemblemaria rivasi,acanthemblemaria rivasi,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0089,Spotlight Goby,Elacatinus louisae,elacatinus louisae,Goby,Gobiidae,
TWA,0856,Spottail Goby,Ctenogobius stigmaturus,ctenogobius stigmaturus,Goby,Gobiidae,
TWA,0501,Spottail Pinfish,Diplodus holbrookii,diplodus holbrookii,Porgy,Sparidae,
TWA,1110,Spotted Batfish,Ogcocephalus pantostictus,ogcocephalus pantostictus,Batfish,Ogcocephalidae,
TWA,0375,Spotted Dragonet,Diplogrammus pauciradiatus,diplogrammus pauciradiatus,Dragonet,Callionymidae,
TWA,1118,Spotted Driftfish,Ariomma regulus,ariomma regulus,Driftfishes,Ariommatidae,
TWA,0059,Spotted Drum,Eques punctatus,eques punctatus,Drum,Sciaenidae,
TWA,0171,Spotted Eagle Ray,Aetobatus narinari,aetobatus narinari,Eagle Ray,Myliobatidae,
TWA,0076,Spotted Goatfish,Pseudupeneus maculatus,pseudupeneus maculatus,Goatfish,Mullidae,
TWA,0434,Spotted Goby,Coryphopterus punctipectophorus,coryphopterus punctipectophorus,Goby,Gobiidae,
TWA,0370,Spotted Hake,Urophycis regia,urophycis regia,Cod,Gadidae,
TWA,0066,Spotted Moray,Gymnothorax moringa,gymnothorax moringa,Moray,Muraenidae,
TWA,0178,Spotted Scorpionfish,Scorpaena plumieri plumieri,scorpaena plumieri,Scorpionfish,Scorpaenidae,
TWA,0626,Spotted Seatrout,Cynoscion nebulosus,cynoscion nebulosus,Drum,Sciaenidae,
TWA,0389,Spotted Snake Eel,Ophichthus ophis,ophichthus ophis,Snake Eel,Ophichthidae,
TWA,0565,Spotted Soapfish,Rypticus subbifrenatus,rypticus subbifrenatus,Soapfishes,Grammistidae,
TWA,0390,Spotted Spoon-nose Eel,Echiophis intertinctus,echiophis intertinctus,Snake Eel,Ophichthidae,
TWA,0028,Spotted Trunkfish,Lactophrys bicaudalis,lactophrys bicaudalis,Boxfish,Ostraciidae,
TWA,1021,Spotted Whiff,Citharichthys macrops,citharichthys macrops,Flounder,Bothidae,
TWA,0978,Spottedfin Tonguefish,Symphurus diomedeanus,symphurus diomedeanus,Tonguefishes,Cynoglossidae,
TWA,1064,Springer's Blenny (Smootheye Shy Blenny Complex species),Starksia springeri,starksia springeri,Blenny - Labrisomids,Labrisomidae,
TWA,0203,Squirrelfish,Holocentrus adscensionis,holocentrus adscensionis,Squirrelfish,Holocentridae,
TWA,0974,St Paul's Damselfish,Stegastes sanctipauli,stegastes sanctipauli,Damselfish,Pomacentridae,
TWA,1008,Stalk Blenny / False Papillose Blenny,Acanthemblemaria greenfieldi,acanthemblemaria greenfieldi,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0366,Stippled Clingfish,Gobiesox punctulatus,gobiesox punctulatus,Clingfish,Gobiesocidae,
TWA,0848,Stippled spoon-nose Eel,Echiophis punctifer,echiophis punctifer,Snake Eel,Ophichthidae,
TWA,0155,Stoplight Parrotfish,Sparisoma viride,sparisoma viride,Parrotfish,Scaridae,
TWA,0386,Stout Moray,Muraena robusta,muraena robusta,Moray,Muraenidae,
TWA,0813,Streamer Wrasse (aka Brazilian Creole Wrasse),Bodianus brasiliensis,bodianus brasiliensis,Wrasse,Labridae,
TWA,0412,Striated Frogfish,Antennarius striatus,antennarius striatus,Frogfish,Antennariidae,
TWA,0619,Striped Bass,Morone saxatilis,morone saxatilis,Temperate Basses,Percichthyidae,
TWA,0701,Striped Blenny,Chasmodes bosquianus,chasmodes bosquianus,Blenny - Combtooth,Blenniidae,
TWA,0508,Striped Burrfish,Chilomycterus schoepfii,chilomycterus schoepfii,Porcupinefish,Diodontidae,
TWA,0522,Striped Cardinalfish,Apogon robbyi,apogon robbyi,Cardinalfish,Apogonidae,
TWA,0378,Striped Croaker,Bairdiella sanctaeluciae,bairdiella sanctaeluciae,Drum,Sciaenidae,
TWA,0115,Striped Grunt,Haemulon striatum,haemulon striatum,Grunt,Haemulidae,
TWA,0979,Striped Hamlet (restricted to Fort Liberte Haiti),Hypoplectrus liberte,hypoplectrus liberte,Seabass,Serranidae,
TWA,0741,Striped Killifish,Fundulus majalis,fundulus majalis,Killifish,Cyprinodontidae,
TWA,1012,Striped Mojarra,Eugerres plumieri,eugerres plumieri,Mojarra,Gerreidae,
TWA,0481,Striped Mullet,Mugil cephalus,mugil cephalus,Mullet,Mugilidae,
TWA,0156,Striped Parrotfish,Scarus iseri,scarus iseri,Parrotfish,Scaridae,
TWA,0682,Striped Searobin,Prionotus evolans,prionotus evolans,Searobin,Triglidae,
TWA,0818,Striped Trumpet,Aulostomus strigosus,aulostomus strigosus,Trumpetfish,Aulostomidae,
TWA,0621,Summer Flounder (Fluke),Paralichthys dentatus,paralichthys dentatus,Flounder,Bothidae,
TWA,0045,Sunshinefish,Chromis insolata,chromis insolata,Damselfish,Pomacentridae,
TWA,0833,Surf Eel,Ichthyapus ophioneus,ichthyapus ophioneus,Snake Eel,Ophichthidae,
TWA,0944,Surf Shy Blenny Complex,Starksia smithvanizi complex,starksia smithvanizi,Blenny - Labrisomids,Labrisomidae,
TWA,0902,Surge Clingfish,Tomicodon rupestris,tomicodon rupestris,Clingfish,Gobiesocidae,
TWA,0467,Swordtail Jawfish,Lonchopisthus micrognathus,lonchopisthus micrognathus,Jawfish,Opistognathidae,
TWA,0126,Tan Hamlet,Hypoplectrus randallorum,hypoplectrus randallorum,Seabass,Serranidae,
TWA,0237,Tarpon,Megalops atlanticus,megalops atlanticus,Tarpon,Elopidae,
TWA,0541,Tattler Bass,Serranus phoebe,serranus phoebe,Seabass,Serranidae,
TWA,0630,Tautog,Tautoga onitis,tautoga onitis,Wrasse,Labridae,
TWA,0314,Tessellated Blenny,Hypsoblennius invemar,hypsoblennius invemar,Blenny - Combtooth,Blenniidae,
TWA,0757,Thorny Skate,Amblyraja radiata,amblyraja radiata,Skate,Rajidae,
TWA,0401,Three-eye Flounder,Ancylopsetta dilecta,ancylopsetta dilecta,Flounder,Bothidae,
TWA,0304,Threeline Basslet,Lipogramma trilineatum,lipogramma trilineatum,Basslet,Grammatidae,
TWA,0053,Threespot Damselfish,Stegastes planifrons,stegastes planifrons,Damselfish,Pomacentridae,
TWA,1055,Tidewater Mojarra,Eucinostomus harengulus,eucinostomus harengulus,Mojarra,Gerreidae,
TWA,0435,Tiger Goby,Gobiosoma macrodon,gobiosoma macrodon,Goby,Gobiidae,
TWA,0102,Tiger Grouper,Mycteroperca tigris,mycteroperca tigris,Seabass,Serranidae,
TWA,0560,Tiger Shark,Galeocerdo cuvier,galeocerdo cuvier,Requiem Shark,Carcharhinidae,
TWA,0487,Timucu,Strongylura timucu,strongylura timucu,Needlefish,Belonidae,
TWA,0185,Tobaccofish,Serranus tabacarius,serranus tabacarius,Seabass,Serranidae,
TWA,0116,Tomtate,Haemulon aurolineatum,haemulon aurolineatum,Grunt,Haemulidae,
TWA,0930,Topsail Chub,Kyphosus cinerascens,kyphosus cinerascens,Chub,Kyphosidae,
TWA,0585,Tripletail,Lobotes surinamensis,lobotes surinamensis,Tripletail,Lobotidae,
TWA,0402,Tropical Flounder,Paralichthys tropicus,paralichthys tropicus,Flounder,Bothidae,
TWA,0239,Trumpetfish,Aulostomus maculatus,aulostomus maculatus,Trumpetfish,Aulostomidae,
TWA,0029,Trunkfish,Lactophrys trigonus,lactophrys trigonus,Boxfish,Ostraciidae,
TWA,0983,Tuiupiranga Parrotfish,Sparisoma tuiupiranga,sparisoma tuiupiranga,Parrotfish,Scaridae,
TWA,0829,Tunnel Goby,Psilotris kaufmani,psilotris kaufmani,Goby,Gobiidae,
TWA,0603,Tusked Goby,Risor ruber,risor ruber,Goby,Gobiidae,
TWA,0677,Twinhorn Blenny,Coralliozetus cardonae,coralliozetus cardonae,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0542,Twinspot Bass,Serranus flaviventris,serranus flaviventris,Seabass,Serranidae,
TWA,0954,Two-Bar Triplefin,Enneanectes deloachorum,enneanectes deloachorum,Triplefin (Blenny),Tripterygiidae,
TWA,0040,Twospot Cardinalfish,Apogon pseudomaculatus,apogon pseudomaculatus,Cardinalfish,Apogonidae,
TWA,0400,Twospot Flounder,Bothus robinsi,bothus robinsi,Flounder,Bothidae,
TWA,0693,Twostripe Puffer,Canthigaster figueiredoi,canthigaster figueiredoi,Puffer,Tetraodontidae,
TWA,0395,Unicorn Filefish,Aluterus monoceros,aluterus monoceros,Filefish,Monacanthidae,
TWA,1009,Unidentified Mojarra sp.,Eucinostomus/Gerres spp.,eucinostomus gerres,Mojarra,Gerreidae,
TWA,0866,Unidentified Sea Catfish,Ariidae,ariidae,Sea Catfishes,Ariidae,
TWA,0908,Veracruz Hamlet,Hypoplectrus castroaguirrei,hypoplectrus castroaguirrei,Seabass,Serranidae,
TWA,0563,Vermillion Snapper,Rhomboplites aurorubens,rhomboplites aurorubens,Snapper,Lutjanidae,
TWA,0544,Vieja,Serranus dewegeri,serranus dewegeri,Seabass,Serranidae,
TWA,0067,Viper Moray,Enchelycore nigricans,enchelycore nigricans,Moray,Muraenidae,
TWA,0474,Wahoo,Acanthocybium solandri,acanthocybium solandri,Mackerel,Scombridae,
TWA,0613,Wall Goby (aka Semiscaled Goby),Tigrigobius pallens,tigrigobius pallens,Goby,Gobiidae,
TWA,0441,Warsaw Grouper,Epinephelus nigritus,epinephelus nigritus,Seabass,Serranidae,
TWA,0988,Warteye Stargazer,Gillellus uranidea,gillellus uranidea,Sand Stargazers,Dactyloscopidae,
TWA,0168,Web Burrfish,Chilomycterus antillarum,chilomycterus antillarum,Porcupinefish,Diodontidae,
TWA,0092,Western Comb Grouper,Mycteroperca acutirostris,mycteroperca acutirostris,Seabass,Serranidae,
TWA,0781,Western Smoothhead Glass Blenny (pka Seafan Blenny),Emblemariopsis pricei,emblemariopsis pricei,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0546,Whale Shark,Rhincodon typus,rhincodon typus,Carpet Shark,Rhincodontidae,
TWA,0671,White Grouper,Mycteroperca cidi,mycteroperca cidi,Seabass,Serranidae,
TWA,0117,White Grunt,Haemulon plumierii,haemulon plumierii,Grunt,Haemulidae,
TWA,0709,White Hake,Urophycis tenuis,urophycis tenuis,Cod,Gadidae,
TWA,0110,White Margate,Haemulon album,haemulon album,Grunt,Haemulidae,
TWA,0482,White Mullet,Mugil curema,mugil curema,Mullet,Mugilidae,
TWA,0743,White Perch,Morone americana,morone americana,Temperate Basses,Percichthyidae,
TWA,0643,White Trevally,Pseudocaranx dentex,pseudocaranx dentex,Jack,Carangidae,
TWA,0436,White-eye Goby,Bollmannia boqueronensis,bollmannia boqueronensis,Goby,Gobiidae,
TWA,0503,Whitebone Porgy,Calamus leucosteus,calamus leucosteus,Porgy,Sparidae,
TWA,0523,Whitefin Sharksucker,Echeneis neucratoides,echeneis neucratoides,Remora,Echeneidae,
TWA,0583,Whitelined Toadfish,Sanopus greenfieldorum,sanopus greenfieldorum,Toadfish,Batrachoididae,
TWA,0827,Whitemouth Croaker,Micropogonias furnieri,micropogonias furnieri,Drum,Sciaenidae,
TWA,0496,Whitenose Pipefish,Cosmocampus albirostris,cosmocampus albirostris,Pipefish and Seahorse,Syngnathidae,
TWA,0816,Whitespotted (aka Blackear) Moray,Muraena pavonina,muraena pavonina,Moray,Muraenidae,
TWA,0072,Whitespotted Filefish,Cantherhines macrocerus,cantherhines macrocerus,Filefish,Monacanthidae,
TWA,0566,Whitespotted Soapfish,Rypticus maculatus,rypticus maculatus,Soapfishes,Grammistidae,
TWA,0790,Whitespotted Surgeonfish (Exotic),Acanthurus guttatus,acanthurus guttatus,Surgeonfish,Acanthuridae,
TWA,0584,Whitespotted Toadfish,Sanopus astrifer,sanopus astrifer,Toadfish,Batrachoididae,
TWA,0041,Whitestar Cardinalfish,Apogon lachneri,apogon lachneri,Cardinalfish,Apogonidae,
TWA,0831,Whitestriped Squirrelfish (St. Vincent),unID,unid,Squirrelfish,Holocentridae,
TWA,1024,Williams Blenny (Blackcheek Shy Blenny complex species),Starksia williamsi,starksia williamsi,Blenny - Labrisomids,Labrisomidae,
TWA,0727,Windowpane Flounder,Scophthalmus aquosus,scophthalmus aquosus,Flounder,Bothidae,
TWA,0932,Windward Triplefin,Enneanectes wilki,enneanectes wilki,Triplefin (Blenny),Tripterygiidae,
TWA,0728,Winter Flounder,Pseudopleuronectes americanus,pseudopleuronectes americanus,Flounder (Right-Eye),Pleuronectidae,
TWA,0758,Winter Skate,Leucoraja ocellata,leucoraja ocellata,Skate,Rajidae,
TWA,0729,Witch Flounder,Glyptocephalus cynoglossus,glyptocephalus cynoglossus,Flounder (Right-Eye),Pleuronectidae,
TWA,0543,Wrasse Basslet,Liopropoma eukrines,liopropoma eukrines,Basslet / Seabass,Liopropomatinae,
TWA,0339,Wrasse Blenny,Hemiemblemaria simulus,hemiemblemaria simulus,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0609,Yellow Garden Eel,Heteroconger luteolus,heteroconger luteolus,Conger,Congridae,
TWA,0077,Yellow Goatfish,Mulloidichthys martinicus,mulloidichthys martinicus,Goatfish,Mullidae,
TWA,0141,Yellow Jack,Caranx bartholomaei,caranx bartholomaei,Jack,Carangidae,
TWA,0468,Yellow Jawfish,Opistognathus gilberti,opistognathus gilberti,Jawfish,Opistognathidae,
TWA,0648,Yellow Sailfin Tang (exotic),Zebrasoma flavescens,zebrasoma flavescens,Surgeonfish,Acanthuridae,
TWA,0172,Yellow Stingray,Urobatis jamaicensis,urobatis jamaicensis,Round Stingrays,Urolophidae,
TWA,1131,Yellow Triplefin,Enneanectes flavus,enneanectes flavus,Triplefin (Blenny),Tripterygiidae,
TWA,0127,Yellowbelly Hamlet,Hypoplectrus aberrans,hypoplectrus aberrans,Seabass,Serranidae,
TWA,0305,Yellowcheek Basslet,Gramma linki,gramma linki,Basslet,Grammatidae,
TWA,0219,Yellowcheek Wrasse,Halichoeres cyanocephalus,halichoeres cyanocephalus,Wrasse,Labridae,
TWA,0830,Yellowedge Grouper,Epinephelus flavolimbatus,epinephelus flavolimbatus,Seabass,Serranidae,
TWA,0341,Yellowface Pikeblenny,Chaenopsis limbaughi,chaenopsis limbaughi,"Blenny - Pike, tube, and flag",Chaenopsidae,
TWA,0793,Yellowfin Chromis,Chromis flavicauda,chromis flavicauda,Damselfish,Pomacentridae,
TWA,0103,Yellowfin Grouper,Mycteroperca venenosa,mycteroperca venenosa,Seabass,Serranidae,
TWA,0229,Yellowfin Mojarra,Gerres cinereus,gerres cinereus,Mojarra,Gerreidae,
TWA,0625,Yellowfin Tuna,Thunnus albacares,thunnus albacares,Mackerel,Scombridae,
TWA,0228,Yellowhead Jawfish,Opistognathus aurifrons,opistognathus aurifrons,Jawfish,Opistognathidae,
TWA,0220,Yellowhead Wrasse,Halichoeres garnoti,halichoeres garnoti,Wrasse,Labridae,
TWA,0090,Yellowline Goby,Elacatinus horsti,elacatinus horsti,Goby,Gobiidae,
TWA,0104,Yellowmouth Grouper,Mycteroperca interstitialis,mycteroperca interstitialis,Seabass,Serranidae,
TWA,0437,Yellownose Goby,Elacatinus randalli,elacatinus randalli,Goby,Gobiidae,
TWA,0973,Yellowstriped Grunt,Haemulon squamipinna,haemulon squamipinna,Grunt,Haemulidae,
TWA,0153,Yellowtail (Redfin) Parrotfish,Sparisoma rubripinne,sparisoma rubripinne,Parrotfish,Scaridae,
TWA,1102,Yellowtail Amberjack,Seriola lalandi,seriola lalandi,Jack,Carangidae,
TWA,0054,Yellowtail Damselfish,Microspathodon chrysurus,microspathodon chrysurus,Damselfish,Pomacentridae,
TWA,0730,Yellowtail Flounder,Limanda ferruginea,limanda ferruginea,Flounder (Right-Eye),Pleuronectidae,
TWA,0128,Yellowtail Hamlet,Hypoplectrus chlorurus,hypoplectrus chlorurus,Seabass,Serranidae,
TWA,0046,Yellowtail Reeffish,Chromis enchrysura,chromis enchrysura,Damselfish,Pomacentridae,
TWA,0649,Yellowtail Sailfin Tang (exotic),Zebrasoma xanthurum,zebrasoma xanthurum,Surgeonfish,Acanthuridae,
TWA,0197,Yellowtail Snapper,Ocyurus chrysurus,ocyurus chrysurus,Snapper,Lutjanidae,
TWA,0651,Yellowtip Damselfish,Stegastes pictus,stegastes pictus,Damselfish,Pomacentridae,
TWA,0315,Zebratail Blenny,Hypleurochilus caudovittatus,hypleurochilus caudovittatus,Blenny - Combtooth,Blenniidae,
