scientificName,match_key,genus,commonName,description,bookPage,indexSection,category,subCategory,source
Peyssonnelia inamoena,peyssonnelia inamoena,,Rose-red crust alga,Rounded pink to red encrusting alga with faint concentric and radial lines. Margins slightly raised from the substrate.,30,,plants,red-algae,epub_profile
Peyssonnelia stoechas,peyssonnelia stoechas,,mottled crust alga,Flattened rounded encrusting alga. Orange-brown to rusty base color. Concentric pattern of dark red lines.,31,,plants,red-algae,epub_profile
Phacelocyathus flos,phacelocyathus flos,Phacelocyathus,,,89,CORALS,corals,cup-corals,scientific_index
Phaeoptyx conklini,phaeoptyx conklini,Phaeoptyx,freckled cardinalfish,Rows of dark crescent-shaped spots. Oblique dark bar down from eye. Dark bar on entire width of tail base.,323,FISHES,fishes,cardinalfishes,epub_profile
Phaeoptyx pigmentaria,phaeoptyx pigmentaria,Phaeoptyx,dusky cardinalfish,Pink with single dark spots on scales. Spots on head are often larger. Dark bar under eye. Bar at tail base.,323,FISHES,fishes,cardinalfishes,epub_profile
Phaeoptyx xenus,phaeoptyx xenus,Phaeoptyx,sponge cardinalfish,Silver to bronze body with a yellowish snout. Multiple speckles of different sizes are found on each scale.,323,FISHES,fishes,cardinalfishes,epub_profile
Phallusia nigra,phallusia nigra,Phallusia,black tunicate,Solid black body and siphons with no distinctive markings. May be paler when growing under ledges.,129,INVERTEBRATES,invertebrates,tunicates,epub_profile
Phidiana lynceus,phidiana lynceus,Phidiana,lynx nudibranch,"Distinctive blue line runs along dorsum, divides on the head and continues onto long white-tipped oral tentacles.",199,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Philinopsis pusa,philinopsis pusa,Philinopsis,Pusa aglaja,Color varies from gray to dark brown. Distinctive pointed lobe at midbody. Two equal-sized rounded lobes on tail.,205,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Phimochirus holthuisi,phimochirus holthuisi,Phimochirus,red-striped hermit,Legs and claws are orange to cream with thin dark red stripes. The right claw is much larger. Bluish eyes.,271,INVERTEBRATES,invertebrates,crabs,epub_profile
Phimochirus operculatus,phimochirus operculatus,Phimochirus,polka-dotted hermit,Maroon body with a large right claw with white spots. Bright orange legs. Blue eyes on banded eyestalks.,271,INVERTEBRATES,invertebrates,crabs,epub_profile
Phimochirus randalli,phimochirus randalli,Phimochirus,ridgeclaw hermit,"Bright orange body, legs and claws. The right claw is much larger. Legs and claw arms have thin white bands.",271,INVERTEBRATES,invertebrates,crabs,epub_profile
Phorbas amaranthus,phorbas amaranthus,Phorbas,,,47,MARINE PLANTS,sponges,encrusting-sponges,scientific_index
Phrikoceros mopsus,phrikoceros mopsus,Phrikoceros,reticulated flatworm,Light brown body with numerous spots and a darker medial line. Distinctive thin black line around the margin.,177,INVERTEBRATES,invertebrates,flatworms,epub_profile
Phyllaplysia engeli,phyllaplysia engeli,Phyllaplysia,Turtle grass seahare,"Translucent green body with lighter patches, most often with longitudinal lines. Found flattened on Turtle Grass.",209,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Phyllaplysia smaragda,phyllaplysia smaragda,Phyllaplysia,Emerald Leafslug,Elongated emerald-green body with gray-pink patch on left of dorsum. Gray on rhinophores and oral tentacles.,209,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Phylliroe bucephala,phylliroe bucephala,Phylliroe,planktonic nudibranch,A pelagic nudibranch species that is rarely seen drifting over a reef. Transparent body circled with white spots.,203,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Phyllonotus pomum,phyllonotus pomum,Phyllonotus,Apple Murex,Robust shell with a large body whorl and vertical ribs. Sawtooth aperture lip. Feeds on bivalves (seen above).,233,INVERTEBRATES,invertebrates,snails,epub_profile
Phymanthus crucifer,phymanthus crucifer,Phymanthus,beaded anemone,Flattened oral disc with small warty projections in radiating lines. Numerous short pointed tentacles.,117,INVERTEBRATES,invertebrates,anemones,epub_profile
Physalia physalis,physalia physalis,Physalia,Portuguese Man-of-war,Pale purple gas-filled float with pinched edge along top. Purple trailing tentacles can reach up to 50 m / 160 ft.,115,INVERTEBRATES,invertebrates,jellies,epub_profile
Pickfordiateuthis bayeri,pickfordiateuthis bayeri,Pickfordiateuthis,Bayer’s Grass squid,"Rounded fins, not connected at the rear. Short arms. Large chromatophores, commonly in red and orange.",245,INVERTEBRATES,invertebrates,squids,epub_profile
Pickfordiateuthis pulchella,pickfordiateuthis pulchella,Pickfordiateuthis,grass squid,"Rounded fins, not connected at the rear. Often displays greenish-yellow. Found in seagrass and shallow reefs.",245,INVERTEBRATES,invertebrates,squids,epub_profile
Pilumnus spinosissimus,pilumnus spinosissimus,Pilumnus,Longspine Hairy crab,Distinctively hairy carapace and legs. Deep red claw arms with numerous short spines. Black tips on claws.,281,INVERTEBRATES,invertebrates,crabs,epub_profile
Pinna carnea,pinna carnea,Pinna,amber penshell,Extremely thin fan-shaped valves with rounded tops and faint radiating ribs. Translucent amber to gray in color.,215,INVERTEBRATES,invertebrates,clams,epub_profile
Placida cremoniana,placida cremoniana,Placida,Burnt Placida,Orange body with pointed orange and black cerata. Black rhinophores with pale blue or white posteriors.,185,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Placida kingstoni,placida kingstoni,Placida,Kingston’s Placida,"Translucent body with green digestive tracts. Cerata on either side of body, leaving the white pericardium visible.",185,INVERTEBRATES,invertebrates,sea-slugs,epub_profile
Placospherastra micraster,placospherastra micraster,Placospherastra,,,47,MARINE PLANTS,sponges,encrusting-sponges,scientific_index
Plagiobrissus grandis,plagiobrissus grandis,Plagiobrissus,long-spined sea biscuit,Elongated rounded body with short brown spines. Longer clear spines on the top and towards the rear.,151,INVERTEBRATES,invertebrates,sea-urchins,epub_profile
Plagusia depressa,plagusia depressa,Plagusia,tidal spray crab,Color varies from olive-green to reddish. Red or purple markings on legs and claws. Found on rocky inshores.,284,INVERTEBRATES,invertebrates,crabs,epub_profile
Plakina jamaicensis,plakina jamaicensis,Plakina,melted sponge,Bulbous bright yellow to orange sponge. Surface forms lumpy melted blobs around small excurrent openings.,45,MARINE PLANTS,sponges,encrusting-sponges,epub_profile
Plakinastrella onkodes,plakinastrella onkodes,Plakinastrella,,,63,MARINE PLANTS,sponges,tube-sponges,scientific_index
Plakortis angulospiculatus,plakortis angulospiculatus,Plakortis,,,46,MARINE PLANTS,sponges,encrusting-sponges,scientific_index
Plakortis walpersi,plakortis walpersi,Plakortis,,,54,MARINE PLANTS,sponges,rope-sponges,scientific_index
Platyactaea setigera,platyactaea setigera,Platyactaea,Bristled rubble crab,Red to orange carapace with two pale lines towards the rear. Claw arms and legs bristled with short brown hairs.,281,INVERTEBRATES,invertebrates,crabs,epub_profile
Platydoris angustipes,platydoris angustipes,Platydoris,leather-backed doris (Variation),Small individuals may show clusters of small white spots on dorsum and white bars or triangles on mantle edges.,187,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Platylambrus granulatus,platylambrus granulatus,Platylambrus,Bladetooth Elbow crab,"Elongated claw arms, much wider than carapace, with distinctive sharp forward-facing teeth on the outer edge.",279,INVERTEBRATES,invertebrates,crabs,epub_profile
Platypodiella spectabilis,platypodiella spectabilis,Platypodiella,gaudy clown crab,"Rounded bumpy orange to red carapace with yellow markings lined in black, also on legs and claw arms.",283,INVERTEBRATES,invertebrates,crabs,epub_profile
Plectrypops retrospinis,plectrypops retrospinis,Plectrypops,cardinal soldierfish,Oval pink to reddish body with large eye near front of head. Pale fins. Distinctively rounded lobes on tail.,325,FISHES,fishes,squirrelfishes,epub_profile
Pleurobranchus areolatus,pleurobranchus areolatus,Pleurobranchus,warty sidegill slug,"Rounded tubercles cover the dorsum. Highly variable in color: yellow, gold or purple. Short fused rhinophores.",210,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Plexaura homomalla,plexaura homomalla,Plexaura,,,96,CORALS,corals,octocorals,scientific_index
Plexaura nutans,plexaura nutans,Plexaura,,,98,CORALS,corals,octocorals,scientific_index
Plicatula gibbosa,plicatula gibbosa,Plicatula,Atlantic Kittenpaw oyster,Thick fan-shaped valves with large radial ribs. White with red or grayish lines. Found in shallow/intertidal areas.,217,INVERTEBRATES,invertebrates,oysters,epub_profile
Podochela macrodera,podochela macrodera,Podochela,orangutan neck crab,"Short, almost triangular rostrum. Commonly covered in filamentous red algae. Found in reef and rubble areas.",275,INVERTEBRATES,invertebrates,crabs,epub_profile
Polycarpa spongiabilis,polycarpa spongiabilis,Polycarpa,giant tunicate,"Globular body with two large siphons, often encrusted in algae. Incurrent siphon has thin inward-facing spines.",129,INVERTEBRATES,invertebrates,tunicates,epub_profile
Polycarpa tumida,polycarpa tumida,Polycarpa,mottled social tunicate,Brownish tunicates growing in clusters from a common tunic. Outer edges of the siphons are pale and mottled.,131,INVERTEBRATES,invertebrates,tunicates,epub_profile
Pomacanthus arcuatus,pomacanthus arcuatus,Pomacanthus,Gray angelfish (juvenile),Three yellow bars. Blue spots on pelvic and anal fins. Squared tail with transparent margin (compare: P. paru).,363,FISHES,fishes,angelfishes,epub_profile
Pomacanthus paru,pomacanthus paru,Pomacanthus,French angelfish,"Dark gray with yellow scale edges. Yellow around eye, at base of pectoral fin and on tips of dorsal and anal fins.",363,FISHES,fishes,angelfishes,epub_profile
Pomatostegus stellatus,pomatostegus stellatus,Pomatostegus,Star Horseshoe Worm,Radioles form a U-shaped crown. Red and yellow are the most common colors. Calcified tube usually hidden.,167,INVERTEBRATES,invertebrates,worms,epub_profile
Pontonia mexicana,pontonia mexicana,Pontonia,Caribbean pen shrimp,"Reddish with white reticulated pattern on head, body and claw arms. Found inside living pen shells (p. 215).",251,INVERTEBRATES,invertebrates,shrimps,epub_profile
Poraniella echinulata,poraniella echinulata,Poraniella,Red Miniature Sea star,"Five broad arms tipped with black. Sometimes white markings on the top. Cryptic, found hiding in rubble.",140,INVERTEBRATES,invertebrates,sea-stars,epub_profile
Porcellana sayana,porcellana sayana,Porcellana,spotted porcelain crab,"Pale pink to reddish carapace and claws, all covered in bright white and purple spots, each circled in red.",269,INVERTEBRATES,invertebrates,shrimps,epub_profile
Porites astreoides,porites astreoides,Porites,,,81,CORALS,corals,cactus-corals,scientific_index
Porites branneri,porites branneri,Porites,,,83,CORALS,corals,star-corals,scientific_index
Porites colonensis,porites colonensis,Porites,,,87,CORALS,corals,plate-corals,scientific_index
Porites divaricata,porites divaricata,Porites,,,71,CORALS,corals,branching-corals,scientific_index
Porites porites,porites porites,Porites,,,71,CORALS,corals,branching-corals,scientific_index
Porites urcata,porites urcata,Porites,,,71,CORALS,corals,branching-corals,scientific_index
Porolithon onkodes,porolithon onkodes,Porolithon,reef cement,"A broad calcified crust of pink to gray alga that takes on the shape of the underlying reef, holding it in place.",31,MARINE PLANTS,plants,red-algae,epub_profile
Portunus sayi,portunus sayi,Portunus,sargassum swimming crab,Brown to gold with white blotches. Yellow edges on arms and claws. Found hiding in floats of sargassum (p. 24).,285,INVERTEBRATES,invertebrates,crabs,epub_profile
Priacanthus arenatus,priacanthus arenatus,Priacanthus,bigeye,Uniformly red to silvery-pink body. May have darker red bar or spots beneath eye. Schools over deeper reefs.,325,FISHES,fishes,squirrelfishes,epub_profile
Priolepis hipoliti,priolepis hipoliti,Priolepis,Rusty Goby,Wide reddish to orange bars on head and body. Red bands on forehead. Red spots on tail and dorsal fin. Often upside down.,292,FISHES,fishes,gobies,epub_profile
Prionotus ophryas,prionotus ophryas,Prionotus,bandtail searobin,Coppery-orange body with broad black bars. Dark spots and bands on wide pectorals. Three black bars on tail,333,FISHES,fishes,batfishes,epub_profile
Prionotus punctatus,prionotus punctatus,Prionotus,bluewing searobin (Juvenile),Juveniles have smaller pectorals and a distinctive dark spot at rear of first dorsal fin. Spot at center of tail base.,333,FISHES,fishes,batfishes,epub_profile
Prionotus scitulus,prionotus scitulus,Prionotus,leopard searobin,Brown body with three or four wide diagonal darker bars. Body and fins have reddish spots. Florida/Gulf of Mexico.,332,FISHES,fishes,searobins,epub_profile
Probata barbadensis,probata barbadensis,Probata,Barbados miter,Smooth elongated shell with a long thin spire. Dark brown to reddish. Mantle and proboscis are yellow.,229,INVERTEBRATES,invertebrates,snails,epub_profile
Proceraea janetae,proceraea janetae,Proceraea,Yellowflap Syllid worm,Slender elongated body with dark spots and small bright yellow flap-like cirri. Found on Great Star Coral (p. 82).,159,INVERTEBRATES,invertebrates,worms,epub_profile
Prognathodes aculeatus,prognathodes aculeatus,Prognathodes,longsnout butterflyfish,"Distinctively elongated snout. Orange bar above eye. Dorsal fins are darker, pelvic and anal fins are yellow.",359,FISHES,fishes,butterflyfishes,epub_profile
Prognichthys occidentalis,prognichthys occidentalis,Prognichthys,Western Bluntnose flyingfish,Dark upper body and short snout. Gray dorsal and anal fins. Pectoral fin brownish with pale tip and lower edge.,432,FISHES,fishes,porgies,epub_profile
Prostheceraeus crozieri,prostheceraeus crozieri,Prostheceraeus,lined flatworm,White to reddish-brown body with distinctive thin dark lines and a white margin. Close-set pseudotentacles.,171,INVERTEBRATES,invertebrates,flatworms,epub_profile
Prostheceraeus floridanus,prostheceraeus floridanus,Prostheceraeus,newman’s flatworm,White body with a dense reticulated pattern of brown markings. Black lines on the head and around margin.,171,INVERTEBRATES,invertebrates,flatworms,epub_profile
Prunum apicinum,prunum apicinum,Prunum,Common Atlantic Marginella,Translucent pear-shaped shell showing the animal’s markings underneath. Common in sandy shallow areas.,225,INVERTEBRATES,invertebrates,snails,epub_profile
Prunum carneum,prunum carneum,Prunum,orange marginella,Orange teardrop-shaped shell with narrow white bands. Mantle with white blotches and dense orange spots.,225,INVERTEBRATES,invertebrates,snails,epub_profile
Prunum guttatum,prunum guttatum,Prunum,white-spotted Marginella,Glossy cream to brownish shell with white spots and faint banding. Translucent mantle with large white spots.,224,INVERTEBRATES,invertebrates,snails,epub_profile
Prunum pruinosum,prunum pruinosum,Prunum,Glowing marginella,White to yellowish shell with white spots and blotches and faint bands. Translucent mantle with white blotches.,224,INVERTEBRATES,invertebrates,snails,epub_profile
Pseudobiceros bicolor,pseudobiceros bicolor,Pseudobiceros,,,175,INVERTEBRATES,invertebrates,flatworms,scientific_index
Pseudobiceros bolool,pseudobiceros bolool,Pseudobiceros,,,175,INVERTEBRATES,invertebrates,flatworms,scientific_index
Pseudobiceros caribbensis,pseudobiceros caribbensis,Pseudobiceros,Caribbean flatworm,"Brownish body with darker blotches. Large white spots, denser along medial line. White-tipped pseudotentacles.",171,INVERTEBRATES,invertebrates,flatworms,epub_profile
Pseudobiceros pardalis,pseudobiceros pardalis,Pseudobiceros,leopard flatworm,Dark purple body with orange spots outlined in black. Margin and pseudotentacles lined with small white spots.,171,INVERTEBRATES,invertebrates,flatworms,epub_profile
Pseudobiceros rawlinsonae,pseudobiceros rawlinsonae,Pseudobiceros,,,175,INVERTEBRATES,invertebrates,flatworms,scientific_index
Pseudobiceros splendidus,pseudobiceros splendidus,Pseudobiceros,splendid flatworm,Dark purple to black body with thin purple and orange lines around the margin. Orange-tipped pseudotentacles.,171,INVERTEBRATES,invertebrates,flatworms,epub_profile
Pseudoceros bicolor,pseudoceros bicolor,,bicolored flatworm (variation),Body may be paler with tiny white speckles. Same thin white margin with irregular white lines pointing inwards.,175,,invertebrates,flatworms,epub_profile
Pseudoceros bolool,pseudoceros bolool,,black velvet flatworm,Uniformly black body and pseudotentacles. Light gray underside. Found mostly in sandy areas. Circumtropical.,175,,invertebrates,flatworms,epub_profile
Pseudoceros rawlinsonae,pseudoceros rawlinsonae,,rawlinson’s flatworm (Variation),The dark area in the center of the body may be speckled with white spots. The mantle margin remains orange.,175,,invertebrates,flatworms,epub_profile
Pseudodiploria clivosa,pseudodiploria clivosa,Pseudodiploria,,,77,CORALS,corals,brain-corals,scientific_index
Pseudodiploria strigosa,pseudodiploria strigosa,Pseudodiploria,,,77,CORALS,corals,brain-corals,scientific_index
Pseudogramma gregoryi,pseudogramma gregoryi,Pseudogramma,Reef bass,"Reddish-brown body with large dark patch on gill cover. Dark tail, rear dorsal and anal fin. Shy, hides in crevices.",401,FISHES,fishes,basses,epub_profile
Pseudogramma maculatus,pseudogramma maculatus,Pseudogramma,,,339,FISHES,fishes,toadfishes,scientific_index
Pseudomedaeus agassizi,pseudomedaeus agassizi,Pseudomedaeus,Rough Rubble crab,Narrow V-shaped notch on front of carapace. White- banded legs. Distinctive ridges on front of claw arms.,281,INVERTEBRATES,invertebrates,crabs,epub_profile
Pseudopaguristes invisisacculus,pseudopaguristes invisisacculus,Pseudopaguristes,Blue-faced hermit,"Pale brown body and dark, banded legs and claw arms. Distinctive blue on eyestalks, antennae and mouth-parts.",271,INVERTEBRATES,invertebrates,crabs,epub_profile
Pseudopontonides principis,pseudopontonides principis,Pseudopontonides,wire coral shrimp,Tapering body. Long thin claws and a flattened tail. May have white bands. Usually found on Wire Coral (p. 91).,251,INVERTEBRATES,invertebrates,shrimps,epub_profile
Pseudorca crassidens,pseudorca crassidens,Pseudorca,false killer whale,Dark gray with a long tapering forehead. Sickle-shaped dorsal fin and long narrow flippers with pointed tips.,449,MARINE MAMMALS,mammals,,epub_profile
Pseudosquilla ciliata,pseudosquilla ciliata,Pseudosquilla,ciliated false squilla,Brown to light green body with white spots or stripes. Can change colors and pattern quickly as it moves.,263,INVERTEBRATES,invertebrates,shrimps,epub_profile
Pseudupeneus maculatus,pseudupeneus maculatus,,Spotted goatfish,White to pink body with three large reddish-black spots below dorsal fin. Blue lines from mouth to below eye.,339,,fishes,toadfishes,epub_profile
Psilotris kaufmani,psilotris kaufmani,Psilotris,Tunnel goby,"Silvery blue body with golden saddles. Dark bars below eye. Black upper pectorals, usually held out to the sides.",293,FISHES,fishes,gobies,epub_profile
Ptereleotris calliura,ptereleotris calliura,Ptereleotris,Blue dartfish,"Similar to Hovering Dartfish (below), but with a long pointed tail in adults and black or dark red margins on dorsal fin.",300,FISHES,fishes,gobies,epub_profile
Ptereleotris helenae,ptereleotris helenae,Ptereleotris,hovering dartfish,"Bluish-gray to lavender with electric blue stripe on head. Rounded tail, not pointed. No black margin on dorsal fin.",300,FISHES,fishes,gobies,epub_profile
Pteria colymbus,pteria colymbus,Pteria,atlantic wing oyster,"Dark brown valves with a distinctive point near the hinge. Found attached to gorgonians, often heavily encrusted.",217,INVERTEBRATES,invertebrates,oysters,epub_profile
Pterogorgia anceps,pterogorgia anceps,Pterogorgia,angular sea whip,Bushy colony of long tapering branches. Each branch divided into X or Y shape when seen in cross section.,101,CORALS,corals,octocorals,epub_profile
Pterogorgia citrina,pterogorgia citrina,Pterogorgia,yellow sea whip,Short bushy colonies of flattened branches. Bright yellow with translucent white polyps on all branch edges.,101,CORALS,corals,octocorals,epub_profile
Pterogorgia guadalupensis,pterogorgia guadalupensis,Pterogorgia,grooved blade sea whip,Flattened purple branches in fan or bush shapes. White polyps extend from grooves running down both edges.,101,CORALS,corals,octocorals,epub_profile
Pterois volitans,pterois volitans,Pterois,Red lionfish,Red bars on head and body. Large pectoral arrays. Long dorsal and anal spines. Fleshy appendages around mouth.,342,FISHES,fishes,lionfish,epub_profile
Pterotrachea coronata,pterotrachea coronata,Pterotrachea,Sea elephant,Nearly transparent body with a long bulbous proboscis and dark eyes. Foot appears as a single swimming fin.,212,INVERTEBRATES,invertebrates,nudibranchs,epub_profile
Pusula pediculus,pusula pediculus,Pusula,coffee bean Trivia,Pale grooved shell with dark patches. Brownish mantle covering the shell may have many knobby protrusions.,235,INVERTEBRATES,invertebrates,snails,epub_profile
Pyramidella dolabrata,pyramidella dolabrata,Pyramidella,giant atlantic pyram,Elongated shell with a sharply pointed spire. Thin brown lines encircle the shell. White mantle. Buries into sand.,231,INVERTEBRATES,invertebrates,snails,epub_profile
Pyrosoma atlanticum,pyrosoma atlanticum,Pyrosoma,Atlantic Pyrosome,"A colony of thousands of tunicate clones, joined to form a long cylindrical structure. Pelagic, rarely seen over reefs.",135,INVERTEBRATES,invertebrates,tunicates,epub_profile
Quassiremus ascensionis,quassiremus ascensionis,Quassiremus,blackspotted Snake eel,Pale brown body with reddish spots with black centers. Small black spots on face and head. Protruding nostrils.,437,FISHES,fishes,eels,epub_profile
Ralpharia gorgoniae,ralpharia gorgoniae,Ralpharia,solitary gorgonian hydroid,Single white or pinkish polyp surrounded by numerous thin curling tentacles. Often found with amphipods (p. 265).,136,INVERTEBRATES,invertebrates,hydroids,epub_profile
Remora remora,remora remora,Remora,whitefin sharksucker,The most common sharksucker on Green Sea Turtles. May be seen aggressively feeding on the turtle’s waste.,433,FISHES,fishes,sharksuckers,epub_profile
Rhincodon typus,rhincodon typus,Rhincodon,whale shark,Dark gray to black body covered in white spots and thin white lines. Three distinct ridges running along sides.,444,FISHES,fishes,sharks,epub_profile
Rhipocephalus brevifolius,rhipocephalus brevifolius,Rhipocephalus,elongated pinecone alga,Short dense dark green leaves growing upwards from a central stalk. More elongated than similar species.,20,MARINE PLANTS,plants,green-algae,epub_profile
Rhipocephalus longifolius,rhipocephalus longifolius,Rhipocephalus,ragged pinecone alga,Flat olive-green leaves growing upwards from a central stalk. Leaves are not as dense and end in a blunt top.,20,MARINE PLANTS,plants,green-algae,epub_profile
Rhipocephalus phoenix,rhipocephalus phoenix,Rhipocephalus,pinecone alga,Thin plate-like leaves growing upwards in a concentric pattern and forming a ball shape. Often pointed at the tip.,20,MARINE PLANTS,plants,green-algae,epub_profile
Rhizophora mangle,rhizophora mangle,Rhizophora,,,9,MARINE PLANTS,plants,mangroves,scientific_index
Rhizoprionodon porosus,rhizoprionodon porosus,Rhizoprionodon,Caribbean sharpnose shark,Dusky gray. Dorsal fin starts above pectoral edge. 2nd dorsal fin above middle of anal fin. Found in shallows.,443,FISHES,fishes,sharks,epub_profile
Rhizopsammia goesi,rhizopsammia goesi,Rhizopsammia,,,89,CORALS,corals,cup-corals,scientific_index
Rhizopsammia maculata,rhizopsammia maculata,Rhizopsammia,,,88,INVERTEBRATES,corals,cup-corals,scientific_index
Rhodactis osculifera,rhodactis osculifera,Rhodactis,warty corallimorph,Flattened disc with tentacles ending in forked projections. Shorter tentacles around rim. May be found in clusters.,122,INVERTEBRATES,invertebrates,corallimorphs,epub_profile
Rhopalaea abdominalis,rhopalaea abdominalis,Rhopalaea,reef tunicate,Smooth rounded body with large incurrent and excurrent siphons. Color variable from brown to lavender or purple.,130,INVERTEBRATES,invertebrates,tunicates,epub_profile
Ricordea florida,ricordea florida,Ricordea,florida corallimorph (variation),"Grows singly or in dense clusters. This corallimorph is also able to fluoresce, seeming to give off its own light.",123,INVERTEBRATES,invertebrates,corallimorphs,epub_profile
Risor ruber,risor ruber,Risor,tusked goby,Brownish-gray with dense dark speckles. Often white bar at midbody. Low jaw on blunt snout. Found on sponges.,293,FISHES,fishes,gobies,epub_profile
Rocinela signata,rocinela signata,Rocinela,Monogram isopod,Light brown segments often with dark edges. Distinctive rounded W marking on tail. Usually attaches near gills.,265,INVERTEBRATES,invertebrates,shrimps,epub_profile
Roseofilum reptotaenium,roseofilum reptotaenium,Roseofilum,,,103,INVERTEBRATES,corals,octocorals,scientific_index
Rypticus carpenteri,rypticus carpenteri,Rypticus,Slope Soapfish,"Yellowish-brown with black spots. Spots on yellow-edged tail, dorsal and anal fins. Shy, often hides under ledges.",400,MARINE MAMMALS,fishes,basses,epub_profile
Rypticus saponaceus,rypticus saponaceus,Rypticus,Greater soapfish,Grayish-brown body with white blotches and a pointed snout. Rounded fins and tail. Often found lying on its side.,400,MARINE MAMMALS,fishes,basses,epub_profile
Rypticus subbifrenatus,rypticus subbifrenatus,Rypticus,Spotted Soapfish,Brown with dark spots behind eye and only few spots on body. Fins match body color. Found in shallow rubble.,400,MARINE MAMMALS,fishes,basses,epub_profile
Sabellastarte magnifica,sabellastarte magnifica,Sabellastarte,magnificent feather duster,"The largest of the feather dusters, with a double row of banded radioles. Variable in color: tan, yellow or purple.",169,INVERTEBRATES,invertebrates,feather-dusters,epub_profile
Salmacina huxleyi,salmacina huxleyi,Salmacina,sea frost,Encrusting tangles of thin white tubes that the tiny worms build as shelters. Tiny red radioles are visible at each tip.,164,INVERTEBRATES,invertebrates,worms,epub_profile
Sanopus astrifer,sanopus astrifer,Sanopus,whitespotted toadfish,"Black body and pointed barbels, covered with small white spots. Found only in Belize and surrounding atolls.",338,MARINE MAMMALS,fishes,toadfishes,epub_profile
Sanopus barbatus,sanopus barbatus,Sanopus,Bearded toadfish,Elongated brown body with broad head. Thick branching barbels around chin. Large blue eyes. Belize to Panama.,338,MARINE MAMMALS,fishes,toadfishes,epub_profile
Sanopus greenfieldorum,sanopus greenfieldorum,Sanopus,whitelined toadfish,Black body with solid white lines on head and radiating from eyes. White spots on body. Found only in Belize.,338,MARINE MAMMALS,fishes,toadfishes,epub_profile
Sanopus johnsoni,sanopus johnsoni,Sanopus,Cozumel toadfish,"Long thin fleshy barbels around chin, rarely branching. Large whitish nostrils in front of eyes. Yucatan to Belize.",339,MARINE MAMMALS,fishes,toadfishes,epub_profile
Sanopus splendidus,sanopus splendidus,Sanopus,splendid toadfish,"Thin white lines on head. Yellow border on pectoral fins. Yellow ventral, dorsal and anal fins. Endemic to Yucatan.",339,MARINE MAMMALS,fishes,toadfishes,epub_profile
Sargassum acinarium,sargassum acinarium,Sargassum,sargassum alga,Tough leathery greenish-brown leaves with darker brown blotches. Gas floats connect by a flattened stalk.,25,MARINE PLANTS,plants,brown-algae,epub_profile
Sargassum filipendula,sargassum filipendula,Sargassum,wiry sargassum alga,"Sparse elongated brown leaves, often forking near the base. Attaches to the reef with a strong conical holdfast.",25,MARINE PLANTS,plants,brown-algae,epub_profile
Sargassum fluitans,sargassum fluitans,Sargassum,sargassum seaweed,Long serrated blades with pale central vein. Gas floats are rounded. Gathers in wide mats of floating vegetation.,25,MARINE PLANTS,plants,brown-algae,epub_profile
Sargassum hystrix,sargassum hystrix,Sargassum,white-vein sargassum alga,Elongated oval leaves with a whitish central vein. Olive to light brown. Often found growing in small clusters.,25,MARINE PLANTS,plants,brown-algae,epub_profile
Sargassum natans,sargassum natans,Sargassum,sargasso weed,Narrow brown blades with serrated edges. No prominent central vein. Gas floats with distinctively pointed tips.,25,MARINE PLANTS,plants,brown-algae,epub_profile
Sargassum platycarpum,sargassum platycarpum,Sargassum,Flat-blade sargassum alga,Thin leaves with toothed edges are sparsely distributed along a stalk attached to the reef. Fewer gas floats.,25,MARINE PLANTS,plants,brown-algae,epub_profile
Saurida suspicio,saurida suspicio,Saurida,Doubtful lizardfish,Slender light brown body with dark saddles. Large dark spots along the lateral line. Distinctive tiny oval pupil.,335,MARINE MAMMALS,fishes,lizardfishes,epub_profile
Scartella cristata,scartella cristata,Scartella,Molly Miller,Olive-green with dark bars. Pearly spots on upper back and head. Distinctive mohawk of red and white filaments.,316,MARINE MAMMALS,fishes,blennies,epub_profile
Scarus coelestinus,scarus coelestinus,Scarus,midnight parrotfish (terminal),Dark blue body and fins. Paler blue facial markings. Large beak often covered in algae. Pointed lobes on tail.,380,MARINE MAMMALS,fishes,parrotfishes,epub_profile
Scarus coeruleus,scarus coeruleus,Scarus,blue parrotfish (terminal),Uniformly light blue body with gray area on cheek. All fins are blue. Distinctively blunt head. Small pale blue eyes.,381,MARINE MAMMALS,fishes,parrotfishes,epub_profile
Scarus guacamaia,scarus guacamaia,Scarus,rainbow parrotfish (terminal),The largest of the parrotfishes. Orange-bronze head and green body. Large scales. Orange tail with pointed lobes.,380,MARINE MAMMALS,fishes,parrotfishes,epub_profile
Scarus iseri,scarus iseri,Scarus,striped parrotfish (juvenile),Pale body with three dark stripes from snout to tail base. Reddish eyes. Clear tail (compare: S. taeniopterus).,379,MARINE MAMMALS,fishes,parrotfishes,epub_profile
